Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (CSR),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field ( Type of Bug [Challenge] ),Custom field (CPU),Custom field (CPU),Custom field (Cost of Delay),Custom field (Epic Link),Custom field (Imported),Custom field (Indexed),Custom field (Introduced In Build),Custom field (Introduced In Version),Custom field (Number of Tests Affected [Challenge]),Custom field (OS),Custom field (OS),Custom field (Oracle Evaluation),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Resolved In Build),Custom field (Story Points),Custom field (Subcomponent),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time Spent),Custom field (Understanding),Custom field (Value),Custom field (Verification),Custom field (external_bug),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
jpackage'd launcher reports non-zero exit codes with error prompt,JDK-8284067,5071069,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,asemenyuk,webbuggrp,webbuggrp,2022-03-28 04:28,2022-09-02 10:08,2023-10-01 09:56,2022-04-06 04:51,17,18,19,,,,,,,19,tools,,0,additional-information-received,dcsad,jdk17u-fix-request,jdk17u-fix-yes,regression,reproducer-yes,sn_115,webbug,,,,,,,,,,,"A DESCRIPTION OF THE PROBLEM :
When the java application exits with a non-zero exit code, starting with JDK 17.0.2 this is reported by the .exe launcher generated by jpackage. This breaks applications that use exit codes to report results to their surrounding context.

This is a regression introduced by (seemingly left over debug code from) JDK-8272328

REGRESSION : Last worked in version 17

STEPS TO FOLLOW TO REPRODUCE THE PROBLEM :
jpackage + run the attached program

EXPECTED VERSUS ACTUAL BEHAVIOR :
EXPECTED -
app exits with status code 1
ACTUAL -
error prompt displays ""Child process exited with code 1""

---------- BEGIN SOURCE ----------
public static void main(String[] args) {
  System.exit(1);
}
---------- END SOURCE ----------

CUSTOMER SUBMITTED WORKAROUND :
export PATH=%PATH%;C:\path\to\installation\app

FREQUENCY : always


",,,,,,,,,,,JDK-8290948,JDK-8289940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8272328,,,,,,"2022-03-31 00:55;adev;ErrorMsg.png;https://bugs.openjdk.org/secure/attachment/98406/ErrorMsg.png","2022-03-31 00:54;adev;myjar.jar;https://bugs.openjdk.org/secure/attachment/98405/myjar.jar",,,,,,,,,,,,,x86_64,,,,,,b01,17.0.2,,windows,,,,,"0|i2wh2j:",9223372036854775807,b17,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@3656b41f,,,,,,,,,"2022-03-30 23:46;adev;Requested the submitter for the exact jpackage command used.;;;","2022-03-31 00:59;adev;This is a simple command to use-
jpackage --type app-image --input tgt --main-class Main --main-jar myjar.jar.

The launcher exits with the error message Child process exited with code 1.
Screenshot of the error message is attached.;;;","2022-03-31 01:04;adev;The issue is caused 17.0.2 onwards. It may be due to the backport of the fix https://bugs.openjdk.java.net/browse/JDK-8272328.
JDK 17 - pass:
JDK 17.0.2 onwards: fail;;;","2022-03-31 09:04;asemenyuk;Replace 
---
        if (exitCode != 0) {
            JP_THROW(tstrings::any() << ""Child process exited with code ""
                                                                << exitCode);
        }
---
in https://github.com/openjdk/jdk/blob/master/src/jdk.jpackage/windows/native/applauncher/WinLauncher.cpp with
---
        exit(exitCode);
---
This will mock jvm behavior.
;;;","2022-03-31 13:17;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/8064
Date: 2022-03-31 20:08:13 +0000;;;","2022-04-06 04:51;dukebot;Changeset: b9cc3bc1
Author:    Alexey Semenyuk <asemenyuk@openjdk.org>
Date:      2022-04-06 11:49:36 +0000
URL:       https://git.openjdk.java.net/jdk/commit/b9cc3bc1bf61572f2813f057eea7326fd0c2bd14
;;;","2022-07-22 10:58;goetz;Fix request [17u]

I backport this for parity with 17.0.5-oracle.
Clean backport after backporting 8282007.
SAP nighlty testing passed.;;;","2022-07-22 11:12;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk17u-dev/pull/593
Date: 2022-07-22 18:00:36 +0000;;;",,,,,,,,,,,,,,,,,,,,,,
Harmonize/Standardize the SSLSocket/SSLEngine/SSLSocketSSLEngine test templates,JDK-8284047,5071371,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,mdonovan,wetmore,wetmore,2022-03-30 18:04,2023-08-28 21:57,2023-10-01 09:56,2023-03-15 10:40,,,,,,,,,,21,security-libs,,0,noreg-self,sqe-starter-bug,testbug,,,,,,,,,,,,,,,,"The javax/net/ssl/templates were created to provide a simple testing framework for JSSE code that can focus testing on the code being changed instead of focusing on the overall test mechanism/framework itself  That is, reduce the amount of expected code change to the barest essentials that change from test/test.

Over the years, the templates have been updated quite significantly:

1.  They have switched from using a central binary keystore file to storing the key material in the test framework itself.
2.  Test classes are now expected to extend the Framework files rather than copy the entire template.  e.g. 

    public MyTest extends SSLEngine {...}

Unfortunately, we now have three completely different styles of tests, which really should be harmonized.

1.  SSLSocket.java:  has the largest collection of key material for all kinds of different test cases.  EC/RSA/DSA/ED25519/ED448/
 with different keylengths/curves/signatures.  

2. SSLEngineTemplate.java has a smaller collection of key material stored in SSLContextTemplate, and is the superclass of SSLEngineTemplate.

3.  SSLSocketSSLEngineTemplate uses the existing binary keystore which has just a few entries (5).  Tests directly copy this file, rather than extend it. 

These really should be harmonized so that tests all have the same functionality/keys, and the only thing different is the code to be tested.  

In addition, this should also incorporate JDK-8019776, which makes the JSSE Test Templates into a library that can be extended.  Some of the existing tests do that now:

./javax/net/ssl/FixingJavadocs/SSLSessionNulls.java
./sun/security/ssl/SSLSocketImpl/ReuseAddr.java
./sun/security/ssl/SSLContextImpl/MultipleChooseAlias.java

./sun/security/ssl/SignatureScheme/SigAlgosExtTestWithTLS12.java
./sun/security/ssl/SignatureScheme/SigSchemePropOrdering.java

I'm closing JDK-8019776 as a dup of this.",,,,,,,,,,,JDK-8315197,JDK-8314991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8019776,,,,,,,,,,,JDK-8301194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wixn:",9223372036854775807,b14,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@39d9862,,,,,,,,,"2023-02-14 04:16;mdonovan;* Refactored SSLContextTemplate and SSLSocketTemplate to put common code in one base class (SSLContextTemplate)
* Updated TLS/SSL tests to extend SSLSocketTemplate where possible.
* Updated SSLEngineTemplate to accommodate changes in SSLContextTemplate. To keep this changeset to a reasonable size, updates to SSLEngine tests will be made under JDK-8301194.;;;","2023-02-14 04:25;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk/pull/12555
Date: 2023-02-14 12:17:39 +0000;;;","2023-03-15 10:40;dukebot;Changeset: 824a5e4c
Author:    Matthew Donovan <matthew.p.donovan@oracle.com>
Committer: Rajan Halade <rhalade@openjdk.org>
Date:      2023-03-15 17:39:11 +0000
URL:       https://git.openjdk.org/jdk/commit/824a5e4c605d4aee55252bce5364fa01de525e1b
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,
com/sun/jdi/MethodInvokeWithTraceOnTest.java failing with com.sun.jdi.ObjectCollectedException,JDK-8284043,5071367,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,cjplummer,cjplummer,cjplummer,2022-03-30 15:07,2022-04-13 23:02,2023-10-01 09:56,2022-04-07 12:04,19,repo-loom,,,,,,,,19,core-svc,,0,noreg-self,,,,,,,,,,,,,,,,,,"In the loom repo I am seeing:

[JDI: Sending Command(id=168) JDWP.VirtualMachine.Dispose]
[JDI: Receiving Command(id=168) JDWP.VirtualMachine.Dispose]
[JDI: Target VM i/f closing event queues]
[JDI: Target VM interface thread exiting]
[JDI: Internal event handler exiting]
com.sun.jdi.ObjectCollectedException
	at jdk.jdi/com.sun.tools.jdi.JDWPException.toJDIException(JDWPException.java:56)
	at jdk.jdi/com.sun.tools.jdi.InvokableTypeImpl.invokeMethod(InvokableTypeImpl.java:117)
	at MethodInvokeWithTraceOnTest.testStaticMethod1(MethodInvokeWithTraceOnTest.java:146)
	at MethodInvokeWithTraceOnTest.testMethods(MethodInvokeWithTraceOnTest.java:122)
	at MethodInvokeWithTraceOnTest.runTests(MethodInvokeWithTraceOnTest.java:90)
	at TestScaffold.startTests(TestScaffold.java:432)
	at MethodInvokeWithTraceOnTest.main(MethodInvokeWithTraceOnTest.java:79)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:104)
	at java.base/java.lang.reflect.Method.invoke(Method.java:577)
	at com.sun.javatest.regtest.agent.MainActionHelper$AgentVMRunnable.run(MainActionHelper.java:312)
	at java.base/java.lang.Thread.run(Thread.java:1532)

The vthread wrapper is not involved. I've been seeing this in tier8 with -Xcomp related test tasks. However, I also noted some similar failures in ad-hoc jobs run using ZGC. Most likely it is a test bug because due to it not calling ObjectRerefence.disableGarbageCollection() on the object, and a GC is triggered that frees the object.

Reproduced with the following two sets of JVM options:

-Xcomp -XX:+CreateCoredumpOnCrash -ea -esa -XX:CompileThreshold=100 -XX:+UnlockExperimentalVMOptions -server -XX:+TieredCompilation -XX:+VerifyOops
-XX:+CreateCoredumpOnCrash -XX:+UseZGC --enable-preview -XX:+ZVerifyViews -XX:ZCollectionInterval=0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wiwr:",9223372036854775807,b18,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@3397f701,,,,,,,,,"2022-03-30 21:06;cjplummer;The bug is pretty obvious:

        StringReference stringObj = vm().mirrorOf(""test string"");
        ...
        classType.invokeMethod(thread, printMethod, Collections.singletonList(stringObj), invokeOptions);

Need a disableCollection() on stringObj since threads are resumed during the invoke, allowing it to be collected.;;;","2022-03-30 21:58;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/8052
Date: 2022-03-31 04:09:55 +0000;;;","2022-04-07 12:04;dukebot;Changeset: e98c32d6
Author:    Chris Plummer <cjplummer@openjdk.org>
Date:      2022-04-07 19:01:42 +0000
URL:       https://git.openjdk.java.net/jdk/commit/e98c32d6b6621f00b82089c8a92913234e6abe5c
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allow 'super()' calls in ""empty"" constructors",JDK-8284040,5071364,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,sadayapalam,dlsmith,dlsmith,2022-03-30 14:49,2022-04-04 01:45,2023-10-01 09:56,2022-04-04 01:45,repo-valhalla,,,,,,,,,,tools,,0,,,,,,,,,,,,,,,,,,,"This fails to compile:

class AbstractSuper {
    
    static abstract class Sup {
        Sup() { super(); }
    }
        
    value class Sub extends Sup {
    }
    
}

Removing 'super()' fixes it.

It's common to write code in this style (see java.lang.Number, for example), so we should allow the 'super' call in the ""empty"" constructor, as long as it has no argument expressions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wiw3:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@4dca67bd,,,,,,,,,"2022-04-04 01:42;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/valhalla/pull/680
Date: 2022-04-04 08:38:10 +0000;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snippet-files subdirectory not automatically detected when in unnamed package,JDK-8284037,5071361,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,jjg,bkorando,bkorando,2022-03-30 14:32,2022-05-25 23:16,2023-10-01 09:56,2022-05-25 10:44,,,,,,,,,,19,tools,,0,javadoc-snippets,,,,,,,,,,,,,,,,,,"When the snippet-files folder is located in the default package, the javadoc tool will not automatically detect it, and will return ""file not found"" for any referenced snippets located in the folder. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wivf:",9223372036854775807,b24,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@7900061a,,,,,,,,,"2022-03-30 15:34;jjg;external snippets are located using source path (or snippet path) and IIRC, we don't look up files in the unnamed package on the source path (have to check).

If generally files in the unnamed package are found on the source path, we have to find and fix this for snippet files.
If generally files in the unnamed package are not found on the source path, we should detect and report/error this situation.
;;;","2022-05-13 12:45;jjg;When looking for the file in the file manager, ""<Unnamed>"" is being used instead of an empty string ("""") for the unnamed package.;;;","2022-05-13 15:22;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/8708
Date: 2022-05-13 21:51:32 +0000;;;","2022-05-13 15:38;jjg;Two comments of note.

1. There is a default source path of effectively the current directory (""."") but it is hard to encourage or recommend that anyone write and build even toy programs in the current directory.

2. Until the arrival of the module system, and only when using the module system, there has never been any constraint on the organization of files provided explicitly on the command-line. So there is no way to infer any common root source directory for those files, and thus maybe infer a source path and/or location for snippet-files. Directly related to that, there is no API in the file manager to determine the location of one file relative to another without knowing an enclosing ""Location"" (file-manager speak for a path, like a source path or class path.)  Any time a file is to be read that has not been provided on the command line, you have to specify an appropriate path.  I note that the error message related to this issue has been enhanced to mention the source path or snippet path, as a hint on how to fix the issue.     

(The comment about the modular system is that when compiling multiple modules, module membership is determined by the module-info.java in the enclosing package-root directory ... thus requiring that source files conform to the layout of a standard package hierarchy.);;;","2022-05-25 10:44;dukebot;Changeset: f786e2a2
Author:    Jonathan Gibbons <jjg@openjdk.org>
Date:      2022-05-25 17:41:58 +0000
URL:       https://git.openjdk.java.net/jdk/commit/f786e2a22fca7c9785b2daa5667271f418c414f4
;;;",,,,,,,,,,,,,,,,,,,,,,,,,
Leak XVisualInfo in getAllConfigs in awt_GraphicsEnv.c,JDK-8284033,5071357,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,zgu,zgu,zgu,2022-03-30 13:57,2022-09-02 08:20,2023-10-01 09:56,2022-04-04 17:40,11,17,18,19,8,,,,,19,client-libs,,0,jdk11u-fix-request,jdk11u-fix-yes,jdk17u-fix-request,jdk17u-fix-yes,jdk18u-fix-request,jdk18u-fix-SQE-OK,jdk18u-fix-yes,noreg-hard,redhat-interest,,,,,,,,,,Leak pVITrue in getAllConfig(),,,,,,,,,,,JDK-8285584,JDK-8287279,JDK-8285585,JDK-8287280,JDK-8285583,JDK-8293249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,linux,,,,,"0|i2wiuj:",9223372036854775807,b17,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@5a9b3fd3,,,,,,,,,"2022-03-30 17:15;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/8050
Date: 2022-03-31 00:09:48 +0000;;;","2022-04-04 17:40;dukebot;Changeset: 36b3bbc5
Author:    Zhengyu Gu <zgu@openjdk.org>
Date:      2022-04-05 00:39:02 +0000
URL:       https://git.openjdk.java.net/jdk/commit/36b3bbc53de074647ce04de890dc99bd5a2373e8
;;;","2022-04-21 04:35;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk18u/pull/104
Date: 2022-04-21 11:29:32 +0000;;;","2022-04-21 04:38;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk17u-dev/pull/354
Date: 2022-04-21 11:30:08 +0000;;;","2022-04-21 04:39;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk11u-dev/pull/1037
Date: 2022-04-21 11:32:35 +0000;;;","2022-04-21 04:40;zgu;Fix Request (18u)

A clean, low risk backport that fixes a memory leak.;;;","2022-04-21 04:40;zgu;Fix Request (17u)

A clean, low risk backport that fixes a memory leak.;;;","2022-04-22 04:47;zgu;Fix Request (11u)

I would like to backport this low risk patch to 11u, it fixes a memory leak.

The original patch does not apply cleanly, but patch is small and straight forward, applied manually.
;;;",,,,,,,,,,,,,,,,,,,,,,
"Fix broken links in rest of directories in guides, samples, and tools in JDK 8u docs",JDK-8284032,5071356,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,rgallard,rgallard,rgallard,2022-03-30 13:38,2022-04-12 22:48,2023-10-01 09:56,2022-03-31 06:14,8u311,,,,,,,,,8u341,docs,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8282216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wiub:",9223372036854775807,b02,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@4eba8c33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vmTestbase/nsk/jvmti/GetAllThreads/allthr001/ is failing,JDK-8284027,5071351,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,amenkov,cjplummer,cjplummer,2022-03-30 11:51,2023-01-26 21:03,2023-10-01 09:56,2022-05-05 12:46,repo-loom,,,,,,,,,19,hotspot,,0,loom,noreg-self,wrapper,,,,,,,,,,,,,,,,"----------System.out:(5/214)----------
# Waiting time = 5 mins
Point 1: number of threads expected: 8, got: 9
Point 2: number of threads expected: 9, got: 10
Point 3: number of threads expected: 8, got: 9
Point 4: number of threads expected: 9, got: 10

The cause seems to be the changes in the following commit, which reworked how/when carrier threads are created:

https://github.com/openjdk/loom/commit/d528caa6c9b961f399362d66c65aafb339751c4f

The end result is carrier threads are still being created while the test is running, so it ends up with an unexpected extra thread. The test uses isThreadExpected() to filter out unexpected thread creations, but it currently does not filter out carrier threads. I tried fixing it to do so, but that causes the following two tests to fail due to JDK-8284028:

vmTestbase/nsk/jvmti/scenarios/jni_interception/JI03/ji03t003/TestDescription.java	
vmTestbase/nsk/jvmti/scenarios/jni_interception/JI01/ji01t001/TestDescription.java	

So the fix is on hold until that bug is fixed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8284028,,,,,,,,,,,,JDK-8298979,,,,,,JDK-8218812,JDK-8297083,JDK-8301208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wit7:",9223372036854775807,b22,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@661b156a,,,,,,,,,"2022-03-30 12:32;cjplummer;The following diff fixes the issue, but can't be pushed until JDK-8284028 is resolved:

diff --git a/test/hotspot/jtreg/vmTestbase/nsk/share/jvmti/jvmti_tools.cpp b/test/hotspot/jtreg/vmTestbase/nsk/share/jvmti/jvmti_tools.cpp
index fae205bd86e..0ce0fe06508 100644
--- a/test/hotspot/jtreg/vmTestbase/nsk/share/jvmti/jvmti_tools.cpp
+++ b/test/hotspot/jtreg/vmTestbase/nsk/share/jvmti/jvmti_tools.cpp
@@ -1,5 +1,5 @@
 /*
- * Copyright (c) 2003, 2019, Oracle and/or its affiliates. All rights reserved.
+ * Copyright (c) 2003, 2022, Oracle and/or its affiliates. All rights reserved.
  * DO NOT ALTER OR REMOVE COPYRIGHT NOTICES OR THIS FILE HEADER.
  *
  * This code is free software; you can redistribute it and/or modify it
@@ -587,7 +587,11 @@ int isThreadExpected(jvmtiEnv *jvmti, jthread thread) {
     static const char *graal_management_bean_registration_thread_name =
                                             ""HotSpotGraalManagement Bean Registration"";
     static const char *graal_compiler_thread_name_prefix = ""JVMCI CompilerThread"";
-    static const size_t prefixLength = strlen(graal_compiler_thread_name_prefix);
+    static const size_t graal_compiler_thread_name_prefix_length =
+      strlen(graal_compiler_thread_name_prefix);
+    static const char *forkjoinpool_thread_name_prefix = ""ForkJoinPool"";
+    static const size_t forkjoinpool_thread_name_prefix_length =
+      strlen(forkjoinpool_thread_name_prefix);
 
     jvmtiThreadInfo threadinfo;
     NSK_JVMTI_VERIFY(jvmti->GetThreadInfo(thread, &threadinfo));
@@ -601,9 +605,15 @@ int isThreadExpected(jvmtiEnv *jvmti, jthread thread) {
     if (strcmp(threadinfo.name, graal_management_bean_registration_thread_name) == 0)
         return 0;
 
-    if ((strlen(threadinfo.name) > prefixLength) &&
-         strncmp(threadinfo.name, graal_compiler_thread_name_prefix, prefixLength) == 0)
+    if ((strlen(threadinfo.name) > graal_compiler_thread_name_prefix_length) &&
+         strncmp(threadinfo.name, graal_compiler_thread_name_prefix,
+                 graal_compiler_thread_name_prefix_length) == 0)
         return 0;
+    if ((strlen(threadinfo.name) > forkjoinpool_thread_name_prefix_length) &&
+         strncmp(threadinfo.name, forkjoinpool_thread_name_prefix,
+                 forkjoinpool_thread_name_prefix_length) == 0)
+        return 0;
+    nsk_printf(""isThreadExpected: yes\n"");
 
     return 1;
 }
;;;","2022-04-29 16:23;amenkov;The test counts all ""system"" threads before the execution and expects that this number remains the same during test execution.
This makes the test fragile - JVM may start internal threads, some threads may end (like UT thread).

I think this strong condition should be removed.
The test should checks only test threads, and verify that the live threads are reported by GetAllThreads and terminated threads are not reported.;;;","2022-05-02 16:24;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/8512
Date: 2022-05-02 23:20:52 +0000;;;","2022-05-05 12:46;dukebot;Changeset: 1bba6407
Author:    Alex Menkov <amenkov@openjdk.org>
Date:      2022-05-05 19:41:41 +0000
URL:       https://git.openjdk.java.net/jdk/commit/1bba64070e03ae3e047dc70dca75caeb49813908
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,
Use unmodifiable collections where practical,JDK-8284026,5071350,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,prappo,prappo,prappo,2022-03-30 11:11,2022-04-21 03:39,2023-10-01 09:56,2022-03-31 08:26,,,,,,,,,,19,tools,,0,,,,,,,,,,,,,,,,,,,"Use factory methods from List, Set and Map added in JEP 269 instead of similar methods of Collections.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8285363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wisz:",9223372036854775807,b17,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@7900061a,,,,,,,,,"2022-03-30 15:05;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/8046
Date: 2022-03-30 18:26:11 +0000;;;","2022-03-31 08:26;dukebot;Changeset: 73cb922b
Author:    Pavel Rappo <prappo@openjdk.org>
Date:      2022-03-31 15:23:40 +0000
URL:       https://git.openjdk.java.net/jdk/commit/73cb922bfc13a00bd1e07a41c6971ae7e1ac7005
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
java.sun.awt.X11GraphicsDevice.getDoubleBufferVisuals() leaks XdbeScreenVisualInfo,JDK-8284023,5071347,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,zgu,zgu,zgu,2022-03-30 10:18,2023-01-02 03:46,2023-10-01 09:56,2022-04-06 05:54,11,17,18,19,8,,,,,19,client-libs,,0,jdk11u-fix-request,jdk11u-fix-yes,jdk17u-fix-request,jdk17u-fix-yes,jdk18u-fix-request,jdk18u-fix-SQE-OK,jdk18u-fix-yes,redhat-interest,,,,,,,,,,,,,,,,,,,,,,JDK-8286150,JDK-8287278,JDK-8286151,JDK-8286251,JDK-8296902,JDK-8296325,JDK-8299455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8296917,JDK-8285399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,linux,,,,,"0|i2wisb:",9223372036854775807,b17,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@5a9b3fd3,,,,,,,,,"2022-03-30 12:20;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/8047
Date: 2022-03-30 19:13:24 +0000;;;","2022-04-06 05:54;dukebot;Changeset: ec205f68
Author:    Zhengyu Gu <zgu@openjdk.org>
Date:      2022-04-06 12:50:43 +0000
URL:       https://git.openjdk.java.net/jdk/commit/ec205f68a883cef6b98f26a06baf675f7da26928
;;;","2022-04-22 05:52;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk18u/pull/105
Date: 2022-04-22 12:45:51 +0000;;;","2022-04-22 05:52;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk17u-dev/pull/355
Date: 2022-04-22 12:46:36 +0000;;;","2022-04-22 05:54;zgu;Fix Request (18u)

A clean and low risk backport to fix a memory leak.
;;;","2022-04-22 05:54;zgu;Fix Request (17u)

A clean and low risk backport to fix a memory leak.;;;","2022-04-25 05:18;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk11u-dev/pull/1041
Date: 2022-04-22 19:09:31 +0000;;;","2022-12-31 08:59;goetz;Fix request [11u]

I backport this for parity with 11.0.19-oracle.
Low risk, simple fix in awt coding.  Requires follow-up.
I had to do trivial resolve, recognized as clean anyways.
SAP nighlty testing passed.;;;","2022-12-31 09:03;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk11u-dev/pull/1623
Date: 2022-12-31 16:57:14 +0000;;;",,,,,,,,,,,,,,,,,,,,,
